center,left,right,steering,throttle,brake,speed
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_15_805.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_15_805.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_15_805.jpg,-0.3801618,0,0,16.20753
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_15_919.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_15_919.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_15_919.jpg,-0.03806132,0,0,16.0201
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_16_048.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_16_048.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_16_048.jpg,0,0,0,15.80873
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_16_159.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_16_159.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_16_159.jpg,0,0,0,15.6106
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_16_290.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_16_290.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_16_290.jpg,0,0,0,15.38286
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_16_409.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_16_409.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_16_409.jpg,-0.1059846,0,0,15.19114
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_16_532.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_16_532.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_16_532.jpg,-0.4684926,0,0,14.86149
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_16_653.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_16_653.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_16_653.jpg,-0.8218179,0,0,14.52973
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_16_774.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_16_774.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_16_774.jpg,-0.4572906,0,0,14.31809
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_16_891.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_16_891.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_16_891.jpg,-0.09220147,0,0,14.21753
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_17_025.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_17_025.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_17_025.jpg,0,0,0,13.98558
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_17_144.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_17_144.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_17_144.jpg,0,0,0,13.85306
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_17_278.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_17_278.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_17_278.jpg,-0.3910674,0,0,13.4676
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_17_401.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_17_401.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_17_401.jpg,-0.5707462,0,0,13.17697
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_17_532.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_17_532.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_17_532.jpg,-0.1749748,0,0,13.05228
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_17_652.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_17_652.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_17_652.jpg,-0.5350825,0,0,12.8216
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_17_791.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_17_791.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_17_791.jpg,-0.1216363,0,0,12.69025
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_17_909.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_17_909.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_17_909.jpg,0,0,0,12.58295
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_18_051.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_18_051.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_18_051.jpg,-0.41277,0,0,11.99233
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_18_168.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_18_168.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_18_168.jpg,-0.05235934,0,0,11.92295
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_18_314.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_18_314.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_18_314.jpg,-0.4746519,0,0,11.79808
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_18_455.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_18_455.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_18_455.jpg,-0.06069127,0,0,11.38611
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_18_590.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_18_590.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_18_590.jpg,-0.4847305,0,0,11.19835
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_18_736.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_18_736.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_18_736.jpg,-0.07468415,0,0,11.16916
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_18_857.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_18_857.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_18_857.jpg,-0.4931988,0,0,10.91292
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_18_991.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_18_991.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_18_991.jpg,-0.0891597,0,0,10.76268
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_19_143.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_19_143.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_19_143.jpg,-0.5433393,0,0,10.48767
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_19_276.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_19_276.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_19_276.jpg,-0.1418817,0,0,10.35111
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_19_416.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_19_416.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_19_416.jpg,-0.5573469,0,0,10.10101
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_19_550.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_19_550.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_19_550.jpg,-0.1492362,0,0,9.969372
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_19_697.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_19_697.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_19_697.jpg,-0.5827437,0,0,9.716312
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_19_801.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_19_801.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_19_801.jpg,-0.2655447,0,0,9.627813
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_19_904.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_19_904.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_19_904.jpg,-0.5707905,0,0,9.465728
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_20_004.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_20_004.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_20_004.jpg,-0.2694582,0,0,9.362835
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_20_105.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_20_105.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_20_105.jpg,0,0,0,9.247439
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_20_205.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_20_205.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_20_205.jpg,0,0,0,9.153577
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_20_307.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_20_307.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_20_307.jpg,0,0,0,9.061649
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_20_408.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_20_408.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_20_408.jpg,0,0,0,8.970705
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_20_510.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_20_510.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_20_510.jpg,0,0,0,8.880533
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_20_612.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_20_612.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_20_612.jpg,0.3061977,0,0,8.739223
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_20_750.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_20_750.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_20_750.jpg,0,0,0,8.605389
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_20_894.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_20_894.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_20_894.jpg,0,0,0,8.484497
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_20_996.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_20_996.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_20_996.jpg,0,0,0,8.399271
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_21_104.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_21_104.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_21_104.jpg,0,0,0,8.298224
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_21_210.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_21_210.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_21_210.jpg,-0.3185058,0,0,8.161521
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_21_319.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_21_319.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_21_319.jpg,0,0,0,8.066463
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_21_438.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_21_438.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_21_438.jpg,0,0,0,7.968896
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_21_543.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_21_543.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_21_543.jpg,0,0,0,7.88891
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_21_650.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_21_650.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_21_650.jpg,0,0.3193839,0,8.237196
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_21_752.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_21_752.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_21_752.jpg,0,0.6240216,0,8.889287
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_21_858.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_21_858.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_21_858.jpg,0,0.942205,0,9.914158
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_21_968.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_21_968.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_21_968.jpg,0,1,0,11.2377
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_22_083.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_22_083.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_22_083.jpg,0,1,0,12.37555
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_22_201.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_22_201.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_22_201.jpg,0,1,0,13.73086
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_22_307.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_22_307.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_22_307.jpg,0,1,0,14.64013
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_22_405.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_22_405.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_22_405.jpg,-0.3212208,1,0,15.76908
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_22_512.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_22_512.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_22_512.jpg,0,1,0,17.01962
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_22_624.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_22_624.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_22_624.jpg,0,1,0,17.85558
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_22_733.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_22_733.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_22_733.jpg,0,1,0,19.11665
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_22_842.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_22_842.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_22_842.jpg,0,1,0,20.25933
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_22_955.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_22_955.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_22_955.jpg,0,1,0,21.4461
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_23_068.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_23_068.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_23_068.jpg,-0.3407361,1,0,22.48537
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_23_184.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_23_184.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_23_184.jpg,0,1,0,23.43329
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_23_301.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_23_301.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_23_301.jpg,0,1,0,24.59997
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_23_424.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_23_424.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_23_424.jpg,-0.3718389,1,0,25.777
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_23_537.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_23_537.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_23_537.jpg,-0.0347175,1,0,26.71448
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_23_648.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_23_648.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_23_648.jpg,0,1,0,27.83586
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_23_760.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_23_760.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_23_760.jpg,0,1,0,28.76374
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_23_865.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_23_865.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_23_865.jpg,-0.3174942,1,0,29.73997
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_23_974.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_23_974.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_23_974.jpg,0,1,0,30.18898
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_24_073.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_24_073.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_24_073.jpg,0,1,0,30.19014
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_24_174.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_24_174.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_24_174.jpg,0,1,0,30.19039
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_24_278.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_24_278.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_24_278.jpg,0,0.6912058,0,30.1141
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_24_412.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_24_412.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_24_412.jpg,0,0.8577229,0,30.14569
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_24_552.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_24_552.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_24_552.jpg,0,0.4401604,0,30.04935
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_24_655.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_24_655.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_24_655.jpg,0,0.133072,0,29.86925
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_24_775.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_24_775.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_24_775.jpg,0.3607065,0,0,29.35854
C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\center_2025_07_28_20_30_24_876.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\left_2025_07_28_20_30_24_876.jpg, C:\Users\CHANDU\Downloads\simulator-windows-64\Records1\IMG\right_2025_07_28_20_30_24_876.jpg,0.6640537,0,0,28.73759
